township,date,soil_pH,rainfall_mm,temperature_c,local_grain_price,historic_yield_tons_per_ha,best_crop
Monywa,2020-11-08,6.9,89.3,21.7,1027.0,4.11,Sesame
Pathein,2018-06-18,6.6,376.5,28.5,1113.0,4.27,Corn
Naypyidaw,2021-07-22,6.0,24.6,28.8,614.0,2.86,Sesame
Mandalay,2021-04-21,7.9,312.5,32.9,1890.0,6.5,Corn
Mandalay,2019-05-01,5.2,32.6,24.0,994.0,2.38,Sesame
Magway,2021-01-29,5.7,366.4,22.8,1574.0,6.98,Wheat
Meiktila,2020-12-05,5.0,186.7,36.4,1106.0,6.48,Beans
Sagaing,2018-02-18,6.7,312.5,35.2,1096.0,2.04,Corn
Taungoo,2020-05-09,6.7,314.3,35.7,1584.0,6.3,Corn
Naypyidaw,2021-10-27,7.8,194.7,23.8,1547.0,6.39,Wheat
Taungoo,2022-12-02,6.6,339.5,27.5,693.0,5.04,Corn
Yangon,2023-08-10,7.8,502.2,26.8,1529.0,3.93,Rice
Sagaing,2021-05-12,6.1,23.7,35.7,731.0,7.46,Sesame
Monywa,2022-05-21,8.4,130.5,27.8,783.0,4.74,Beans
Mandalay,2021-09-08,7.0,276.4,37.9,656.0,1.65,Corn
Meiktila,2019-12-29,5.1,416.5,29.8,604.0,2.31,Beans
Sagaing,2021-03-08,5.7,181.8,30.5,1053.0,4.18,Beans
Yangon,2019-12-05,6.1,546.8,27.8,694.0,7.93,Rice
Sagaing,2023-05-13,7.6,239.5,38.1,1806.0,2.45,Corn
Magway,2022-11-06,7.9,402.2,23.2,965.0,5.03,Rice
Taungoo,2023-08-21,7.5,280.8,24.0,1169.0,7.94,Wheat
Sagaing,2020-10-08,6.8,547.1,37.6,1364.0,4.22,Rice
Mandalay,2021-03-25,7.3,552.1,26.9,1689.0,6.9,Rice
Sagaing,2019-12-19,6.5,116.0,32.4,1077.0,4.02,Beans
Bago,2019-01-27,6.4,568.0,24.8,911.0,7.09,Rice
Meiktila,2021-04-10,7.3,49.4,34.5,1863.0,7.32,Sesame
Sagaing,2019-05-12,8.5,55.2,22.1,989.0,6.37,Sesame
Naypyidaw,2019-11-07,5.9,308.6,29.2,1542.0,1.51,Corn
Naypyidaw,2022-04-11,6.2,245.6,23.9,876.0,1.26,Wheat
Bago,2021-09-01,7.3,283.9,29.2,1486.0,1.58,Corn
Naypyidaw,2019-07-29,6.6,174.7,23.2,1410.0,6.87,Wheat
Bago,2021-04-19,5.4,447.5,23.4,517.0,5.7,Wheat
Magway,2019-09-21,6.5,115.0,34.3,1298.0,7.25,Beans
Naypyidaw,2018-07-15,7.9,488.8,32.8,1846.0,6.01,Rice
Sagaing,2021-06-16,6.6,362.9,21.0,803.0,3.64,Wheat
Taungoo,2022-03-15,8.2,128.0,20.3,522.0,1.2,Wheat
Taungoo,2018-09-16,5.8,530.5,35.9,752.0,6.81,Beans
Bago,2018-06-30,6.5,73.5,26.5,784.0,4.93,Sesame
Taungoo,2022-06-07,8.3,81.3,24.3,760.0,3.5,Sesame
Sagaing,2021-07-19,5.0,135.5,24.4,918.0,5.61,Wheat
Pathein,2022-02-20,5.2,532.4,28.2,1249.0,6.37,Beans
Mandalay,2019-12-04,5.9,65.9,26.5,1083.0,5.42,Sesame
Bago,2021-09-22,5.6,459.4,33.8,1500.0,7.85,Beans
Mandalay,2021-10-04,5.1,548.1,29.0,1613.0,4.58,Beans
Meiktila,2018-02-24,5.8,373.6,37.9,1607.0,3.16,Corn
Taungoo,2018-11-22,5.2,231.0,25.9,807.0,2.06,Corn
Yangon,2020-09-02,8.2,362.9,38.9,993.0,6.17,Corn
Magway,2021-07-24,7.3,458.7,30.4,1472.0,7.84,Rice
Magway,2018-04-08,5.8,442.4,26.9,581.0,2.44,Beans
Taungoo,2020-06-30,7.1,235.1,26.4,509.0,4.1,Corn
Naypyidaw,2018-10-14,8.3,40.7,39.8,688.0,7.57,Sesame
Bago,2020-04-17,5.8,56.1,34.5,1583.0,3.18,Sesame
Taungoo,2022-10-03,5.6,156.9,25.7,1453.0,4.14,Beans
Magway,2023-05-25,5.3,583.8,28.0,1162.0,2.17,Beans
Meiktila,2022-11-11,7.7,493.6,35.9,1072.0,1.14,Rice
Mandalay,2021-05-14,7.1,100.2,34.5,1195.0,2.8,Beans
Naypyidaw,2021-03-06,6.3,367.6,21.4,1204.0,1.96,Wheat
Bago,2020-02-16,5.0,518.4,34.6,1107.0,3.62,Beans
Sagaing,2022-06-05,8.4,230.2,29.8,1382.0,5.49,Corn
Sagaing,2018-06-09,8.5,83.4,38.6,1644.0,2.14,Sesame
Magway,2021-11-28,6.8,298.3,33.8,1476.0,5.88,Corn
Sagaing,2020-10-07,5.8,30.4,36.3,1515.0,5.42,Sesame
Bago,2020-12-06,7.1,567.1,22.9,1368.0,2.73,Rice
Bago,2018-02-20,5.4,64.5,34.2,1559.0,3.69,Sesame
Mandalay,2023-10-25,8.2,526.8,23.3,1538.0,3.99,Rice
Meiktila,2023-12-24,7.3,235.8,26.2,1815.0,3.88,Corn
Mandalay,2019-03-24,7.2,468.2,26.9,1623.0,2.0,Rice
Sagaing,2021-06-15,5.0,109.4,29.8,1661.0,1.68,Beans
Sagaing,2023-11-21,6.5,180.1,28.6,780.0,2.23,Beans
Bago,2020-03-22,6.7,306.5,22.2,819.0,4.97,Wheat
Taungoo,2018-08-30,7.6,487.4,23.8,1807.0,7.88,Rice
Naypyidaw,2019-03-24,8.0,108.0,25.9,915.0,3.64,Beans
Monywa,2018-05-02,7.0,292.0,33.5,592.0,1.71,Corn
Yangon,2018-06-21,5.3,318.2,20.1,1980.0,5.22,Wheat
Magway,2023-06-14,6.7,208.8,28.6,1835.0,3.6,Corn
Monywa,2020-09-08,8.3,402.4,27.6,1034.0,1.4,Rice
Monywa,2019-02-15,5.0,523.6,28.0,1888.0,6.85,Beans
Yangon,2019-05-19,8.0,174.9,34.0,1053.0,6.71,Beans
Pathein,2023-05-01,6.8,399.5,20.1,1913.0,5.47,Wheat
Monywa,2018-03-10,7.2,525.3,39.4,1517.0,6.15,Rice
Taungoo,2023-06-08,6.4,371.4,21.6,1897.0,4.0,Wheat
Naypyidaw,2019-02-16,7.6,183.4,23.9,1280.0,2.0,Wheat
Pathein,2023-08-29,5.1,303.8,21.7,1994.0,6.83,Wheat
Naypyidaw,2019-11-20,8.1,573.5,29.6,865.0,4.78,Rice
Bago,2019-01-02,5.4,596.1,20.6,990.0,7.5,Wheat
Sagaing,2021-02-22,5.8,162.0,29.5,685.0,7.28,Beans
Bago,2023-12-30,7.2,300.3,35.9,836.0,3.33,Corn
Pathein,2018-09-22,7.3,232.4,34.3,1072.0,6.15,Corn
Meiktila,2022-11-25,7.8,141.9,22.3,634.0,1.61,Wheat
Pathein,2020-02-10,7.6,78.5,27.4,1931.0,6.97,Sesame
Pathein,2018-01-07,6.1,358.1,23.8,1136.0,3.72,Wheat
Monywa,2019-06-02,6.8,365.0,24.4,1307.0,3.77,Wheat
Naypyidaw,2021-07-18,5.5,566.3,36.7,1184.0,4.5,Beans
Pathein,2021-03-06,5.5,402.6,36.0,1398.0,5.92,Beans
Magway,2023-08-20,8.5,82.8,39.9,1217.0,5.95,Sesame
Taungoo,2023-07-21,6.0,580.2,21.2,729.0,6.67,Wheat
Taungoo,2020-07-10,7.5,41.0,37.3,1231.0,2.25,Sesame
Sagaing,2021-05-10,8.4,399.0,37.0,1322.0,7.94,Corn
Monywa,2022-09-27,7.4,594.3,35.2,1292.0,3.74,Rice
Magway,2021-03-02,7.4,125.1,37.1,696.0,3.76,Beans
Pathein,2018-08-10,8.0,428.7,29.2,706.0,2.15,Rice
Naypyidaw,2021-04-07,8.1,133.8,36.1,1477.0,2.37,Beans
Monywa,2019-02-22,7.4,593.2,23.0,1141.0,7.65,Rice
Bago,2018-08-19,5.3,584.8,23.6,1970.0,1.37,Wheat
Monywa,2022-11-12,8.4,379.9,28.1,861.0,1.24,Corn
Naypyidaw,2021-05-24,7.4,573.2,33.1,1538.0,3.63,Rice
Mandalay,2023-03-15,8.0,393.7,25.5,1051.0,5.57,Corn
Mandalay,2019-04-23,5.3,298.6,33.4,535.0,4.57,Corn
Pathein,2023-05-19,6.0,449.8,35.9,1226.0,2.27,Beans
Sagaing,2021-05-07,7.0,68.7,21.3,1693.0,7.36,Sesame
Bago,2022-07-19,7.8,21.7,31.1,1718.0,4.75,Sesame
Naypyidaw,2018-09-19,6.8,355.0,34.3,686.0,6.53,Corn
Taungoo,2019-04-26,5.6,363.5,23.6,1701.0,4.88,Wheat
Mandalay,2018-06-10,5.5,131.7,23.2,1777.0,4.94,Wheat
Yangon,2018-12-13,8.4,308.6,27.3,1135.0,4.81,Corn
Yangon,2020-10-14,6.1,568.3,30.4,1489.0,6.48,Rice
Naypyidaw,2019-07-27,7.0,420.1,30.5,1028.0,7.9,Rice
Meiktila,2023-09-23,5.7,68.4,36.4,782.0,2.66,Sesame
Magway,2020-05-31,8.4,365.3,24.3,693.0,3.51,Wheat
Pathein,2022-09-25,5.3,160.4,27.6,1100.0,7.33,Beans
Mandalay,2020-11-07,7.4,564.7,22.9,1444.0,2.43,Rice
Magway,2020-02-29,7.5,342.5,33.0,746.0,4.58,Corn
Bago,2021-07-19,8.5,265.8,20.5,616.0,5.23,Wheat
Mandalay,2023-12-17,5.4,333.5,21.3,1044.0,5.48,Wheat
Monywa,2021-01-24,5.5,480.9,25.5,1969.0,1.69,Beans
Taungoo,2022-03-31,8.3,471.8,22.5,1813.0,4.69,Rice
Pathein,2023-06-29,5.3,215.9,31.4,907.0,2.97,Corn
Mandalay,2018-07-16,5.6,568.4,27.8,1612.0,3.42,Beans
Meiktila,2022-07-08,6.7,85.3,20.2,733.0,4.59,Sesame
Bago,2019-08-08,6.3,443.9,21.1,1962.0,6.08,Rice
Taungoo,2022-09-10,7.5,118.0,39.7,1253.0,6.59,Beans
Magway,2022-10-19,6.8,433.9,38.5,1453.0,2.6,Rice
Mandalay,2021-06-05,6.4,194.5,21.8,1595.0,1.56,Wheat
Mandalay,2019-11-08,7.0,59.9,25.7,1713.0,7.51,Sesame
Yangon,2022-10-03,7.4,560.1,22.7,1528.0,4.48,Rice
Meiktila,2019-05-26,6.4,373.6,38.2,1571.0,6.22,Corn
Meiktila,2021-11-14,5.9,446.0,39.0,1820.0,6.76,Beans
Meiktila,2018-06-23,7.1,579.1,33.5,1285.0,7.17,Rice
Taungoo,2019-12-18,5.3,505.3,30.3,1134.0,7.67,Beans
Sagaing,2019-11-30,6.3,76.8,38.3,1309.0,2.75,Sesame
Mandalay,2021-04-03,6.0,183.2,24.3,1353.0,6.17,Wheat
Taungoo,2021-06-02,8.3,575.9,30.3,1903.0,7.25,Rice
Pathein,2023-06-23,5.2,13.5,29.2,661.0,3.09,Sesame
Monywa,2020-02-02,6.4,15.2,28.6,1294.0,2.38,Sesame
Bago,2022-08-10,5.4,297.6,23.1,839.0,5.6,Wheat
Sagaing,2022-03-14,6.0,262.7,23.6,663.0,6.68,Wheat
Naypyidaw,2022-12-05,5.6,218.7,28.7,1806.0,3.51,Corn
Taungoo,2019-03-30,5.7,33.8,27.9,1851.0,6.21,Sesame
Bago,2020-03-26,8.3,576.2,39.7,1234.0,1.83,Rice
Naypyidaw,2019-06-06,6.1,461.0,37.6,1885.0,4.51,Rice
Sagaing,2019-06-23,5.4,73.6,20.4,1250.0,2.09,Sesame
Taungoo,2018-08-02,7.4,211.9,39.5,1151.0,6.16,Corn
Magway,2021-03-01,6.7,458.9,25.0,1267.0,2.07,Rice
Taungoo,2021-02-25,7.7,519.9,39.9,1731.0,2.73,Rice
Taungoo,2023-04-26,7.5,487.9,34.0,772.0,4.52,Rice
Pathein,2019-09-02,5.8,88.1,20.8,1894.0,7.93,Sesame
Sagaing,2018-03-14,7.2,63.7,21.0,960.0,3.85,Sesame
Taungoo,2020-06-27,6.2,292.7,30.2,956.0,5.51,Corn
Magway,2022-01-29,6.0,217.1,28.4,571.0,3.24,Corn
Yangon,2018-01-03,5.2,449.4,24.2,1863.0,4.3,Wheat
Mandalay,2022-10-31,5.6,569.5,27.3,645.0,3.13,Beans
Yangon,2019-06-18,6.2,447.4,27.2,1293.0,6.45,Rice
Monywa,2020-09-02,7.3,133.9,27.7,696.0,7.21,Beans
Pathein,2019-05-08,5.1,581.3,37.7,789.0,6.72,Beans
Naypyidaw,2019-02-09,5.3,332.5,26.9,1984.0,6.08,Corn
Taungoo,2023-12-26,7.5,35.8,23.8,879.0,4.85,Sesame
Meiktila,2021-11-23,8.1,274.6,34.3,602.0,7.38,Corn
Sagaing,2023-11-16,8.3,307.3,20.4,1545.0,5.19,Wheat
Bago,2021-04-01,5.2,344.0,35.9,1611.0,5.86,Corn
Sagaing,2023-07-21,7.4,523.5,39.4,1626.0,2.16,Rice
Sagaing,2022-05-18,6.4,170.2,23.7,827.0,2.12,Wheat
Yangon,2023-10-02,6.6,427.6,30.5,831.0,3.12,Rice
Magway,2019-05-03,5.6,36.9,24.8,722.0,1.27,Sesame
Magway,2019-06-29,5.9,476.5,32.8,1735.0,2.74,Beans
Meiktila,2019-04-21,5.0,215.0,32.1,625.0,3.58,Corn
Meiktila,2020-12-17,7.5,250.9,32.2,586.0,3.27,Corn
Yangon,2021-12-27,5.8,579.5,23.5,1306.0,7.8,Wheat
Pathein,2019-03-12,7.5,416.0,38.9,1439.0,2.8,Rice
Pathein,2020-04-24,7.9,140.2,25.4,1712.0,5.07,Beans
Sagaing,2019-09-30,6.6,440.6,28.7,1219.0,2.04,Rice
Naypyidaw,2020-01-14,6.6,491.2,23.5,1915.0,4.99,Rice
Bago,2021-03-01,5.1,106.1,23.6,1412.0,3.76,Wheat
Mandalay,2019-08-11,5.3,154.7,38.2,650.0,7.79,Beans
Meiktila,2019-07-17,7.5,486.7,32.1,531.0,3.65,Rice
Yangon,2018-06-29,5.5,464.4,25.4,1399.0,7.57,Beans
Yangon,2019-03-12,6.9,492.8,37.1,709.0,1.59,Rice
Pathein,2022-12-25,7.9,191.4,29.6,1315.0,2.71,Beans
Magway,2019-05-20,5.1,36.3,30.9,1830.0,1.72,Sesame
Sagaing,2019-08-04,5.0,142.3,24.5,1030.0,3.7,Wheat
Magway,2020-07-14,8.2,413.8,33.7,1852.0,6.0,Rice
Naypyidaw,2019-11-26,8.5,142.5,39.1,614.0,2.97,Beans
Monywa,2019-04-30,6.3,555.6,21.7,727.0,1.3,Rice
Sagaing,2023-12-13,6.2,117.0,28.5,1531.0,7.25,Beans
Pathein,2021-03-21,6.2,71.3,38.3,1899.0,5.63,Sesame
Mandalay,2018-01-09,8.0,587.0,35.6,722.0,2.03,Rice
Naypyidaw,2023-05-14,7.9,76.8,28.5,717.0,6.09,Sesame
Monywa,2019-06-07,5.6,237.2,26.4,1540.0,3.97,Corn
Sagaing,2021-09-27,5.5,567.0,38.4,1324.0,3.68,Beans
Meiktila,2023-12-27,6.7,326.4,24.6,1572.0,1.59,Wheat
Meiktila,2020-06-17,7.5,148.8,20.1,526.0,7.96,Wheat
Meiktila,2023-04-26,8.4,553.3,21.2,1773.0,3.45,Rice
Bago,2021-04-22,6.6,502.8,31.0,1132.0,7.52,Rice
Taungoo,2020-07-08,5.2,91.3,39.2,1066.0,5.93,Sesame
Yangon,2022-10-06,6.3,423.8,33.3,1756.0,1.52,Rice
Bago,2018-05-04,5.5,93.4,24.9,1747.0,1.09,Sesame
Sagaing,2019-09-06,7.7,287.2,22.8,1923.0,4.69,Wheat
Naypyidaw,2022-08-13,7.5,271.9,32.9,667.0,1.09,Corn
Yangon,2018-05-12,7.1,112.4,23.2,1135.0,3.77,Wheat
Naypyidaw,2020-11-22,8.2,306.1,34.2,735.0,3.97,Corn
Mandalay,2023-11-07,6.3,571.1,34.9,584.0,3.8,Rice
Sagaing,2020-01-23,7.9,585.8,32.1,1539.0,1.54,Rice
Naypyidaw,2021-07-06,7.3,249.0,27.6,1057.0,1.38,Corn
Sagaing,2020-03-08,5.9,71.6,27.3,1003.0,6.45,Sesame
Taungoo,2021-03-01,5.6,72.8,24.2,1865.0,1.08,Sesame
Taungoo,2020-04-06,7.2,29.1,25.4,1347.0,7.84,Sesame
Pathein,2023-06-05,5.2,195.6,38.9,1035.0,1.06,Beans
Magway,2022-06-19,6.8,195.5,27.8,694.0,3.49,Beans
Mandalay,2021-09-19,6.4,447.5,22.0,725.0,6.65,Rice
Pathein,2022-04-15,6.7,522.6,20.7,1524.0,2.13,Rice
Mandalay,2019-01-18,8.3,146.6,24.3,711.0,5.77,Wheat
Bago,2023-08-17,6.8,439.9,33.0,1012.0,7.51,Rice
Bago,2021-10-20,6.0,377.8,38.8,1569.0,1.28,Corn
Sagaing,2020-09-06,5.7,370.1,21.5,1442.0,2.07,Wheat
Naypyidaw,2019-02-03,7.8,94.1,37.4,1953.0,4.83,Sesame
Mandalay,2023-08-06,5.3,195.1,38.7,920.0,2.13,Beans
Monywa,2021-12-18,5.3,115.7,35.4,1210.0,2.81,Beans
Magway,2022-12-16,7.3,92.9,22.5,559.0,4.98,Sesame
Magway,2022-07-01,6.4,375.6,33.6,1269.0,4.09,Corn
Pathein,2021-07-08,6.3,412.5,30.1,1813.0,2.84,Rice
Yangon,2018-08-22,7.6,154.4,36.4,1780.0,1.06,Beans
Magway,2022-03-20,5.6,245.6,21.5,1193.0,3.72,Wheat
Mandalay,2021-11-30,6.6,389.1,38.0,629.0,4.25,Corn
Mandalay,2022-06-14,7.7,127.7,26.6,1995.0,3.22,Beans
Naypyidaw,2020-05-20,7.5,291.0,25.6,734.0,1.27,Corn
Naypyidaw,2019-08-20,7.2,198.9,20.6,1070.0,5.21,Wheat
Monywa,2022-10-28,8.4,135.9,24.2,1638.0,1.16,Wheat
Sagaing,2021-01-10,5.9,113.9,22.8,623.0,2.92,Wheat
Naypyidaw,2022-09-16,6.8,405.1,25.2,639.0,6.81,Rice
Sagaing,2021-11-01,8.4,185.2,24.0,1222.0,7.59,Wheat
Meiktila,2019-10-21,8.4,267.7,38.3,1735.0,4.99,Corn
Meiktila,2020-03-24,5.3,404.1,32.3,1980.0,3.27,Beans
Monywa,2018-02-28,5.5,280.6,22.9,670.0,7.05,Wheat
Sagaing,2020-12-12,6.8,12.2,29.0,689.0,6.83,Sesame
Naypyidaw,2019-02-04,5.1,450.0,23.8,1662.0,5.88,Wheat
Pathein,2022-03-27,5.8,133.8,23.8,1933.0,5.76,Wheat
Monywa,2022-01-30,5.1,539.0,30.0,1549.0,7.07,Beans
Naypyidaw,2022-08-23,6.4,217.8,30.8,1648.0,4.66,Corn
Mandalay,2019-12-22,6.6,230.1,31.1,1154.0,2.14,Corn
Magway,2022-11-27,7.2,424.2,38.8,649.0,7.34,Rice
Mandalay,2019-03-02,5.3,19.7,38.6,1625.0,1.73,Sesame
Pathein,2019-02-13,7.2,307.0,36.1,1778.0,5.67,Corn
Taungoo,2020-07-01,7.7,335.4,22.3,1926.0,6.99,Wheat
Monywa,2023-03-16,6.4,494.0,34.1,511.0,6.19,Rice
Monywa,2020-07-06,6.8,167.9,33.2,1854.0,3.15,Beans
Sagaing,2020-09-16,5.0,546.3,20.7,1686.0,1.18,Wheat
Meiktila,2021-07-24,6.2,575.9,39.9,1960.0,2.69,Rice
Taungoo,2022-05-31,7.9,482.8,31.6,1454.0,1.9,Rice
Bago,2022-07-10,8.2,315.2,28.7,1702.0,1.7,Corn
Meiktila,2019-04-30,7.2,472.7,36.9,890.0,5.39,Rice
Meiktila,2019-10-14,8.3,130.2,21.9,1443.0,4.06,Wheat
Pathein,2019-09-19,5.1,427.5,38.4,1074.0,1.55,Beans
Bago,2023-02-02,7.2,468.8,23.7,833.0,5.57,Rice
Taungoo,2020-10-01,7.5,486.2,27.6,578.0,2.82,Rice
Mandalay,2019-08-12,7.2,386.6,31.6,1189.0,1.72,Corn
Pathein,2019-05-18,5.4,176.7,37.9,1241.0,1.65,Beans
Monywa,2020-05-01,6.4,299.7,20.4,1939.0,1.52,Wheat
Mandalay,2020-05-11,7.4,231.4,26.3,1713.0,7.36,Corn
Bago,2021-05-08,5.0,115.4,31.3,547.0,5.25,Beans
Monywa,2021-11-21,6.7,372.3,30.9,1613.0,2.11,Corn
Mandalay,2020-02-29,7.1,326.2,30.4,824.0,6.33,Corn
Monywa,2019-04-16,8.1,27.4,22.8,1537.0,1.58,Sesame
Bago,2021-01-01,6.0,127.6,21.8,1478.0,5.96,Wheat
Naypyidaw,2023-07-24,6.5,568.3,38.4,797.0,2.75,Rice
Magway,2022-05-29,5.4,478.0,31.8,809.0,2.16,Beans
Naypyidaw,2022-11-11,8.1,260.0,34.9,1434.0,6.71,Corn
Pathein,2022-04-18,6.5,344.6,27.5,596.0,5.43,Corn
Bago,2018-05-19,8.4,159.3,28.2,1816.0,5.23,Beans
Meiktila,2021-12-13,6.4,77.6,36.2,779.0,4.01,Sesame
Taungoo,2018-10-25,5.8,229.3,22.9,514.0,3.2,Wheat
Yangon,2021-09-09,5.7,344.8,26.4,599.0,2.63,Corn
Magway,2020-05-19,6.8,70.7,25.6,1825.0,5.26,Sesame
Mandalay,2022-09-24,7.4,266.8,36.3,574.0,2.39,Corn
Naypyidaw,2023-08-05,5.2,171.9,22.4,1402.0,4.17,Wheat
Pathein,2022-04-18,5.8,22.5,20.4,1364.0,6.48,Sesame
Yangon,2023-03-07,6.0,506.6,28.1,1877.0,7.27,Beans
Yangon,2021-10-13,7.3,51.0,21.9,1585.0,6.62,Sesame
Magway,2021-07-23,7.6,246.2,31.1,1418.0,3.19,Corn
Sagaing,2021-05-07,7.4,278.2,37.0,682.0,7.77,Corn
Monywa,2019-02-25,5.1,38.2,20.2,984.0,1.74,Sesame
Sagaing,2020-07-16,5.6,122.8,38.0,1854.0,3.58,Beans
Yangon,2018-08-04,5.9,473.1,22.2,613.0,7.63,Wheat
Monywa,2022-04-04,5.9,110.5,22.8,689.0,4.22,Wheat
Bago,2022-08-20,7.2,404.3,30.4,1217.0,2.68,Rice
Naypyidaw,2021-02-23,6.1,441.2,24.5,944.0,2.85,Rice
Mandalay,2021-12-16,7.0,525.0,33.2,809.0,6.15,Rice
Mandalay,2018-11-04,8.4,45.6,20.3,1728.0,2.51,Sesame
Taungoo,2023-06-21,5.4,133.1,31.8,1788.0,4.69,Beans
Magway,2023-02-03,7.3,510.2,22.1,1875.0,1.91,Rice
Sagaing,2023-01-28,8.0,312.9,35.6,917.0,2.32,Corn
Bago,2021-06-12,8.3,350.6,22.0,661.0,4.23,Wheat
Mandalay,2020-09-12,5.1,281.9,25.3,1296.0,4.33,Corn
Monywa,2020-12-23,5.4,334.7,27.1,1095.0,2.48,Corn
Sagaing,2023-09-12,6.2,270.4,27.4,1074.0,1.34,Corn
Sagaing,2020-03-05,6.0,247.6,31.9,1240.0,4.71,Corn
Sagaing,2019-03-24,7.4,391.3,39.2,580.0,2.54,Corn
Yangon,2020-12-26,5.8,324.0,25.5,1549.0,7.18,Corn
Sagaing,2022-05-25,6.4,139.7,36.5,1243.0,5.84,Beans
Bago,2020-04-13,6.2,179.9,31.9,641.0,6.14,Beans
Meiktila,2023-05-07,7.6,513.0,33.8,1522.0,2.19,Rice
Bago,2020-02-07,6.2,278.6,39.2,1142.0,5.66,Corn
Yangon,2019-12-29,8.4,529.9,23.4,515.0,6.32,Rice
Monywa,2023-04-25,7.0,298.1,25.0,1728.0,1.77,Corn
Pathein,2021-04-05,7.9,319.9,23.3,641.0,2.03,Wheat
Magway,2021-10-06,6.6,443.5,39.8,1230.0,2.8,Rice
Monywa,2023-02-23,5.0,218.0,34.2,1662.0,7.24,Corn
Pathein,2023-06-07,5.4,414.6,34.6,1968.0,1.15,Beans
Taungoo,2019-08-04,6.3,28.2,31.6,1146.0,5.87,Sesame
Taungoo,2019-01-01,5.7,573.3,32.8,1816.0,7.76,Beans
Meiktila,2023-01-15,8.5,526.9,23.5,1023.0,7.37,Rice
Monywa,2022-05-21,7.1,567.7,25.5,1369.0,2.33,Rice
Monywa,2019-05-19,6.5,278.5,39.4,933.0,6.55,Corn
Yangon,2023-08-06,8.2,96.8,33.6,935.0,4.66,Sesame
Meiktila,2019-10-29,6.1,180.1,36.0,561.0,1.11,Beans
Magway,2019-05-21,5.2,190.4,28.6,501.0,5.62,Beans
Magway,2019-07-19,6.2,177.1,37.2,1653.0,5.66,Beans
Bago,2018-12-19,7.5,94.2,34.7,1877.0,4.02,Sesame
Magway,2020-06-15,5.1,560.4,25.0,1079.0,5.75,Beans
Sagaing,2019-02-06,8.1,552.9,31.9,1154.0,2.21,Rice
Monywa,2019-07-25,7.4,127.7,22.7,952.0,4.88,Wheat
Mandalay,2021-05-02,7.0,380.7,30.9,1814.0,3.63,Corn
Sagaing,2019-01-29,5.5,270.7,26.3,1569.0,7.54,Corn
Naypyidaw,2021-12-21,6.5,258.1,28.2,1338.0,1.19,Corn
Sagaing,2018-12-29,7.6,373.0,26.0,1268.0,2.7,Corn
Bago,2021-04-16,5.2,508.6,22.5,1194.0,5.69,Wheat
Meiktila,2023-03-01,7.9,59.9,25.4,661.0,7.9,Sesame
Pathein,2019-02-03,7.9,343.6,33.8,682.0,7.05,Corn
Pathein,2023-09-24,7.6,41.3,24.1,1611.0,2.01,Sesame
Naypyidaw,2019-07-13,5.8,408.7,37.0,966.0,3.11,Beans
Yangon,2023-06-10,7.2,128.4,21.3,1820.0,2.07,Wheat
Meiktila,2019-02-01,5.9,71.1,20.5,1086.0,4.54,Sesame
Mandalay,2021-05-13,6.4,589.8,36.4,1320.0,6.89,Rice
Pathein,2022-12-04,8.0,374.1,28.6,777.0,5.45,Corn
Taungoo,2019-12-01,6.8,422.8,24.0,934.0,4.36,Rice
Mandalay,2023-07-13,6.3,172.4,27.7,1196.0,6.6,Beans
Sagaing,2019-08-30,5.1,279.7,31.3,954.0,1.08,Corn
Pathein,2022-12-26,5.1,545.2,39.3,1585.0,4.28,Beans
Magway,2018-02-07,8.4,221.1,37.1,1023.0,4.52,Corn
Meiktila,2022-05-19,6.8,113.0,23.0,1345.0,5.59,Wheat
Naypyidaw,2019-07-28,6.0,459.9,26.1,1874.0,3.76,Beans
Naypyidaw,2022-03-23,8.4,367.4,23.6,1260.0,5.96,Wheat
Meiktila,2020-11-27,5.5,201.2,39.1,1426.0,3.44,Corn
Sagaing,2018-10-04,5.2,512.7,23.2,659.0,1.68,Wheat
Naypyidaw,2021-08-18,7.7,589.0,36.2,855.0,6.13,Rice
Bago,2022-04-23,7.6,257.8,21.3,672.0,5.28,Wheat
Mandalay,2022-12-14,7.7,367.9,36.8,982.0,7.46,Corn
Naypyidaw,2022-03-27,5.5,386.1,31.1,1237.0,2.37,Corn
Magway,2020-07-12,5.7,105.6,36.3,788.0,6.66,Beans
Pathein,2018-04-10,7.2,404.5,24.1,1840.0,6.67,Rice
Monywa,2022-07-30,7.0,520.0,26.8,1937.0,5.78,Rice
Meiktila,2023-07-26,5.7,132.4,36.6,1035.0,4.51,Beans
Meiktila,2019-07-19,7.8,268.9,32.5,1354.0,7.12,Corn
Bago,2023-10-20,6.0,79.6,24.6,996.0,5.21,Sesame
Taungoo,2021-04-02,8.2,158.3,34.1,1807.0,1.48,Beans
Magway,2018-11-03,6.9,152.4,30.4,968.0,5.28,Beans
Pathein,2018-08-21,6.9,536.2,31.7,1977.0,7.56,Rice
Yangon,2018-05-13,6.2,163.9,26.7,709.0,6.35,Beans
Meiktila,2021-09-12,8.2,401.4,37.6,609.0,2.65,Rice
Pathein,2018-05-25,6.2,51.8,28.3,1894.0,6.18,Sesame
Meiktila,2023-05-16,8.3,169.6,20.8,1261.0,1.25,Wheat
Monywa,2022-11-03,6.7,471.1,37.5,1897.0,2.59,Rice
Yangon,2020-03-14,6.9,517.6,33.6,1329.0,6.17,Rice
