State_ID,plant_id,plant_name,plant_group,min_height(ft),max_height(ft),water_necessity (1Lcup/day),maintenance,sunlight,indoor,outdoor,potted,shortest_growth_period(year),longest_growth_period(year),min_area_square_feet,Co2_absorption(kg)_per_year,O2_release(kg)_per_year,lifetime(year),lowest_temp,highest_temp,Uses,description,,,,,
TNY,53,ဒူးရင်း,သီးပင်,၅၀,၁၃၀,၃၀,များ,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၄၀၀,၂၅,၁၇၀,၁၀၀,၁၅,၃၅,အသီးအနှံ၊ အချက်အပြုတ်ပါဝင်ပစ္စည်း,အနံ့ပြင်းသော အပူပိုင်းအသီးပင်,,,,,
TNY,54,ပျဉ်းကတိုး,အပင်ကြီး,၉၈,၁၃၁,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၂,၆၀,၄၀,၆၀,၂၀၀,၅,၄၅,အကြီးစားသစ်၊ ဆောက်လုပ်ရေး,အလွန်သိပ်သည်းမာကျောသော သစ်မာပင်,,,,,
MON,54,ပျဉ်းကတိုး,အပင်ကြီး,၉၈,၁၃၁,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၂,၆၀,၄၀,၆၀,၂၀၀,၅,၄၅,အကြီးစားသစ်၊ ဆောက်လုပ်ရေး,အလွန်သိပ်သည်းမာကျောသော သစ်မာပင်,,,,,
RKE,54,ပျဉ်းကတိုး,အပင်ကြီး,၉၈,၁၃၁,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၂,၆၀,၄၀,၆၀,၂၀၀,၅,၄၅,အကြီးစားသစ်၊ ဆောက်လုပ်ရေး,အလွန်သိပ်သည်းမာကျောသော သစ်မာပင်,,,,,
MDY,55,ဘောစကိုင်း,အပင်ကြီး,၁၀,၅၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁,၃,၁၆,၂၀,၁၅,၃၀, -၂,၄၀,အစားအစာ၊ အစိမ်းရောင်မြေဩဇာ၊ ထင်း,အသုံးဝင်မြန်ကြီးသော သစ်ပင်,,,,,
MAG,55,ဘောစကိုင်း,အပင်ကြီး,၁၀,၅၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁,၃,၁၆,၂၀,၁၅,၃၀, -၂,၄၀,အစားအစာ၊ အစိမ်းရောင်မြေဩဇာ၊ ထင်း,အသုံးဝင်မြန်ကြီးသော သစ်ပင်,,,,,
MON,56,ရာဘာ,အပင်ကြီး,၅၀,၁၃၈,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၆၄,၄၅,၃၀,၆၅,၄,၃၅,စေး၊ တာယာ၊ ရော်ဘာ ထုတ်ကုန်များ,စီးပွားဖြစ်သစ်နှစ်ထွက်ပင်,,,,,
KYN,56,ရာဘာ,အပင်ကြီး,၅၀,၁၃၈,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၆၄,၄၅,၃၀,၆၅,၄,၃၅,စေး၊ တာယာ၊ ရော်ဘာ ထုတ်ကုန်များ,စီးပွားဖြစ်သစ်နှစ်ထွက်ပင်,,,,,
TNY,56,ရာဘာ,အပင်ကြီး,၅၀,၁၃၈,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၆၄,၄၅,၃၀,၆၅,၄,၃၅,စေး၊ တာယာ၊ ရော်ဘာ ထုတ်ကုန်များ,စီးပွားဖြစ်သစ်နှစ်ထွက်ပင်,,,,,
MDY,57,ယူကလစ်,အပင်ကြီး,၃၀,၂၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၅၀,၇၀,၅၀,၁၅၀, -၄,၄၃,ဆီ၊ သစ်၊ စက္ကူ,အနံ့သင်းသော မြန်ကြီးသောသစ်ပင်,,,,,
SAG,57,ယူကလစ်,အပင်ကြီး,၃၀,၂၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၅၀,၇၀,၅၀,၁၅၀, -၄,၄၃,ဆီ၊ သစ်၊ စက္ကူ,အနံ့သင်းသော မြန်ကြီးသောသစ်ပင်,,,,,
SHN_S,57,ယူကလစ်,အပင်ကြီး,၃၀,၂၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၅၀,၇၀,၅၀,၁၅၀, -၄,၄၃,ဆီ၊ သစ်၊ စက္ကူ,အနံ့သင်းသော မြန်ကြီးသောသစ်ပင်,,,,,
MAG,58,သနပ်ခါး,အပင်ကြီး,၁၀,၃၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃ ,၃၅,၅၀,၁၅,၁၅,၄၀,၁၀,၃၈,အလှကုန်၊ အသားအရေထိန်းသိမ်းမှု,အသားအရေထိန်းသိမ်းရေးတွင် ရိုးရာသုံးအခေါက်ပင်,,,,,
YGN,58,သနပ်ခါး,အပင်ကြီး,၁၀,၃၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃ ,၃၅,၅၀,၁၅,၁၅,၄၀,၁၀,၃၈,အလှကုန်၊ အသားအရေထိန်းသိမ်းမှု,အသားအရေထိန်းသိမ်းရေးတွင် ရိုးရာသုံးအခေါက်ပင်,,,,,
SAG,58,သနပ်ခါး,အပင်ကြီး,၁၀,၃၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃ ,၃၅,၅၀,၁၅,၁၅,၄၀,၁၀,၃၈,အလှကုန်၊ အသားအရေထိန်းသိမ်းမှု,အသားအရေထိန်းသိမ်းရေးတွင် ရိုးရာသုံးအခေါက်ပင်,,,,,
MDY,58,သနပ်ခါး,အပင်ကြီး,၁၀,၃၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃ ,၃၅,၅၀,၁၅,၁၅,၄၀,၁၀,၃၈,အလှကုန်၊ အသားအရေထိန်းသိမ်းမှု,အသားအရေထိန်းသိမ်းရေးတွင် ရိုးရာသုံးအခေါက်ပင်,,,,,
RKE,59,အင်ကြင်း,အပင်ကြီး,၅၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၆,၁၀,၈၀,၄၅,၄၀,၂၀၀,၇,၄၃,သစ်၊ သစ်စေး၊ tanning,ခံနိုင်ရည်ရှိ သစ်ကိုင်းထွက်သော သစ်မာပင်,,,,,
CHN,59,အင်ကြင်း,အပင်ကြီး,၅၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၆,၁၀,၈၀,၄၅,၄၀,၂၀၀,၇,၄၃,သစ်၊ သစ်စေး၊ tanning,ခံနိုင်ရည်ရှိ သစ်ကိုင်းထွက်သော သစ်မာပင်,,,,,
SHN_S,59,အင်ကြင်း,အပင်ကြီး,၅၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၆,၁၀,၈၀,၄၅,၄၀,၂၀၀,၇,၄၃,သစ်၊ သစ်စေး၊ tanning,ခံနိုင်ရည်ရှိ သစ်ကိုင်းထွက်သော သစ်မာပင်,,,,,
RKE,60,ဗံဒါပင်,အပင်ကြီး,၃၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၈၀,၃၅,၂၅,၆၀,၄,၄၀,အခွံမာသီး၊ ဆီ၊ သစ်,ကမ်းရိုးတန်းဒေသထွက်အခွံမာသီးပင်,,,,,
TNY,60,ဗံဒါပင်,အပင်ကြီး,၃၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၈၀,၃၅,၂၅,၆၀,၄,၄၀,အခွံမာသီး၊ ဆီ၊ သစ်,ကမ်းရိုးတန်းဒေသထွက်အခွံမာသီးပင်,,,,,
AYY,61,လီမွန်,သီးပင်,၆,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၂,၅ ,၂၅,၃၅,၈,၇၅,၀,၃၅,သစ်သီး၊ ဖျော်ရည်၊ essential oil,အချဉ်သံပယိုပင်,,,,,
BGO,61,လီမွန်,သီးပင်,၆,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၂,၅ ,၂၅,၃၅,၈,၇၅,၀,၃၅,သစ်သီး၊ ဖျော်ရည်၊ essential oil,အချဉ်သံပယိုပင်,,,,,
SHN_S,61,လီမွန်,သီးပင်,၆,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၂,၅ ,၂၅,၃၅,၈,၇၅,၀,၃၅,သစ်သီး၊ ဖျော်ရည်၊ essential oil,အချဉ်သံပယိုပင်,,,,,
YGN,61,လီမွန်,သီးပင်,၆,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၂,၅ ,၂၅,၃၅,၈,၇၅,၀,၃၅,သစ်သီး၊ ဖျော်ရည်၊ essential oil,အချဉ်သံပယိုပင်,,,,,
YGN,62,ထီပေါက်ပင်,အပင်ကြီး,၃,၆၀,၃,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၂,၄,၈၀,၁၀,၄,၅၀,၇,၃၈,တန်ဆာဆင်,ခေတ်ပေါ်အလှစိုက်အပင်,,,,,
MDY,62,ထီပေါက်ပင်,အပင်ကြီး,၃,၆၀,၃,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၂,၄,၈၀,၁၀,၄,၅၀,၇,၃၈,တန်ဆာဆင်,ခေတ်ပေါ်အလှစိုက်အပင်,,,,,
YGN,63,ဗောဓိပင်,အပင်ကြီး,၃,၁၀၀,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၅,၈,၁၀၀,၄၅,၃၅,၈၀၀,၄,၄၃,အရိပ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,ထင်ရှားသော နှလုံးပုံအရွက်ရှိသည့် မြင့်မြတ်သောပင်,,,,,
BGO,63,ဗောဓိပင်,အပင်ကြီး,၃,၁၀၀,၁၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၅,၈,၁၀၀,၄၅,၃၅,၈၀၀,၄,၄၃,အရိပ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,ထင်ရှားသော နှလုံးပုံအရွက်ရှိသည့် မြင့်မြတ်သောပင်,,,,,
MDY,63,ဗောဓိပင်,အပင်ကြီး,၃,၁၀၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၅,၈,၁၀၀,၄၅,၃၅,၈၀၀,၄,၄၃,အရိပ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,ထင်ရှားသော နှလုံးပုံအရွက်ရှိသည့် မြင့်မြတ်သောပင်,,,,,
MON,63,ဗောဓိပင်,အပင်ကြီး,၃,၁၀၀,၁၆,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၅,၈,၁၀၀,၄၅,၃၅,၈၀၀,၄,၄၃,အရိပ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,ထင်ရှားသော နှလုံးပုံအရွက်ရှိသည့် မြင့်မြတ်သောပင်,,,,,
AYY,64,လမုပင်,သီးပင်,၁၀,၅၀,၂၀,နည်း,အသင့်အတင့်,မရ,ရ,မရ,၃,၆,၈၀,၄၅,၃၅,၉၀,၁၀,၃၈,မြေဆီလွှာတည်ငြိမ်စေခြင်း၊ ရေသန့်စင်ခြင်း။,ရေစပ်ကာကွယ်ပေးသောအပင်,,,,,
MON,64,လမုပင်,သီးပင်,၁၀,၅०,၂၀,နည်း,အသင့်အတင့်,မရ,ရ,မရ,၃,၆,၈၀,၄၅,၃၅,၉၀,၁၀,၃၈,မြေဆီလွှာတည်ငြိမ်စေခြင်း၊ ရေသန့်စင်ခြင်း။,ရေစပ်ကာကွယ်ပေးသောအပင်,,,,,
YGN,65,သစ်ခွ,ပန်းပွင့်,၁၅,၃၅,၁၅,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၂,၄၀,၂၀,၂၈,၃၅, - ၂,၄၂,အလှတန်းဆောင်၊ တိရစ္ဆာန်အစာအဖြစ်၊ ဆေးဖက်ဝင်,ပန်းပွင့်လှပသောအပင်,,,,,
MDY,65,သစ်ခွ,ပန်းပွင့်,၁၅,၃၅,၁၅,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၂,၄၀,၂၀,၂၈,၃၅, - ၂,၄၂,အလှတန်းဆောင်၊ တိရစ္ဆာန်အစာအဖြစ်၊ ဆေးဖက်ဝင်,ပန်းပွင့်လှပသောအပင်,,,,,
BGO,65,သစ်ခွ,ပန်းပွင့်,၁၅,၃၅,၁၅,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၂,၄၀,၂၀,၂၈,၃၅, - ၂,၄၂,အလှတန်းဆောင်၊ တိရစ္ဆာန်အစာအဖြစ်၊ ဆေးဖက်ဝင်,ပန်းပွင့်လှပသောအပင်,,,,,
MDY,66,ငုဝါပင်,ပန်းပွင့်,၃၀,၅၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁,၂,၄၀,၂၀,၂၈,၅၀,၅,၄၅,အလှတန်းဆောင်,အဝါရောင်တောက်သော ပန်းပွင့်ပင်,,,,,
SAG,66,ငုဝါပင်,ပန်းပွင့်,၃০,၅०,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁,၂,၄၀,၂၀,၂၈,၅၀,၅,၄၅,အလှတန်းဆောင်,အဝါရောင်တောက်သော ပန်းပွင့်ပင်,,,,,
MAG,66,ငုဝါပင်,ပန်းပွင့်,၃০,၅০,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁,၂,၄၀,၂၀,၂၈,၅၀,၅,၄၅,အလှတန်းဆောင်,အဝါရောင်တောက်သော ပန်းပွင့်ပင်,,,,,
MAG,67,ထနောင်း,အပင်ကြီး,၄၀,၇၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၆၀,၃၅,၄၀,၈၀၀,၁၀,၄၂,လောင်စာထင်း၊ မီးသွေး၊ ပရိဘောဂ၊ ဆိုးဆေး,သေသိပ်မာကျောသော သစ်မာပင်,,,,,
MDY,67,ထနောင်း,အပင်ကြီး,၄၀,၇၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၆၀,၃၅,၄၀,၈၀၀,၁၀,၄၂,လောင်စာထင်း၊ မီးသွေး၊ ပရိဘောဂ၊ ဆိုးဆေး,သေသိပ်မာကျောသော သစ်မာပင်,,,,,
MAG,68,ဇီးပင်,သီးပင်,၁၀,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၆,၂၀,၂၀,၂၂,၁၇, -၂၅,၃၈,အသီး၊ ယိုဘူး,အရည်ရွှမ်းသော ဆီးသီးပင်,,,,,
SAG,68,ဇီးပင်,သီးပင်,၁၀,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၆,၂၀,၂၀,၂၂,၁၇, -၂၅,၃၈,အသီး၊ ယိုဘူး,အရည်ရွှမ်းသော ဆီးသီးပင်,,,,,
MDY,68,ဇီးပင်,သီးပင်,၁၀,၂၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၆,၂၀,၂၀,၂၂,၁၇, -၂၅,၃၈,အသီး၊ ယိုဘူး,အရည်ရွှမ်းသော ဆီးသီးပင်,,,,,
MAG,69,ထန်းပင်,အပင်ကြီး,၄၀,၁၀၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၇,၁၂,၅၀,၄၀,၅၀,၁၀၀,၁၀,၄၈,စားသုံးနိုင်သောအသီး၊ ဆီ၊ ထန်းမိုးရွက်,အမြင့် အပူပိုင်းဒေသ အသုံးဝင်ပင်,,,,,
SAG,69,ထန်းပင်,အပင်ကြီး,၄০,၁၀၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၇,၁၂,၅၀,၄၀,၅၀,၁၀၀,၁၀,၄၈,စားသုံးနိုင်သောအသီး၊ ဆီ၊ ထန်းမိုးရွက်,အမြင့် အပူပိုင်းဒေသ အသုံးဝင်ပင်,,,,,
MDY,69,ထန်းပင်,အပင်ကြီး,၄၀,၁၀၀,၁၅,နည်း,အပြည့်အဝ,မရ,ရ,မရ,7,12,50,40,50,100,10,48,"edible fruit, oil, thatch",Tall tropical multipurpose tree,,,,,
YGN,71,ကြောင်မြီးပန်း,ဟင်းသီးဟင်းရွက်,၅,၁၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၀.၅,၁,၅,၂၀,၆၀,၁,-၁၀,၃၅,"ရေဆိုးသန့်စင်ခြင်း၊ ရက်လုပ်ခြင်း, weaving",ရေဝပ်ဒေသတွင်ပေါက်ရောက်ပြီး သတ္တုဓာတ်များကို စုပ်ယူပေးသော အပင်။,,,,,
AYY,71,ကြောင်မြီးပန်း,ဟင်းသီးဟင်းရွက်,၅,၁၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၀.၅,၁,၅,၂၀,၃,၁,-၁၀,၃၅,ရေဆိုးသန့်စင်ခြင်း၊ ရက်လုပ်ခြင်း,ရေဝပ်ဒေသတွင်ပေါက်ရောက်ပြီး သတ္တုဓာတ်များကို စုပ်ယူပေးသော အပင်။,,,,,
SAG,72,ညမွှေးပန်း,ပန်းပွင့်,၆,၁၃,၂,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,ရ,၁,၃,၁၀,၅,၃,၁,၁၀,၃၅,အလှဆင်၊ ဆေးဖက်ဝင်,ညဘက်တွင် အလွန်မွှေးပျံ့သော်လည်း အဆိပ်ရှိသော အယ်လ်ကာလွိုက်များ ပါဝင်သည်။,,,,,
MDY,72,ညမွှေးပန်း,ပန်းပွင့်,၇,၁၄,၂,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,ရ,၂,၄,၁၁,၅,၃,၁၈,၁၀,၄၀,အလှဆင်၊ ဆေးဖက်ဝင်,ညဘက်တွင် အလွန်မွှေးပျံ့သော်လည်း အဆိပ်ရှိသော အယ်လ်ကာလွိုက်များ ပါဝင်သည်။,,,,,
BGO,73,စက္ကူပန်း,ပန်းပွင့်,၃,၄၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၂,၅,၁၅,၁၅,၁၁,၂၅,၅,၄၀,အလှဆင်၊ လေထုညစ်ညမ်းမှု လျှော့ချခြင်း,မိုးခေါင်ဒဏ်ခံနိုင်၊ အရောင်တောက်ပပြီး မြို့ပြဖုန်မှုန့်များကို စုပ်ယူသည်။,,,,,
YGN,73,စက္ကူပန်း,ပန်းပွင့်,၃,၄၀,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၂,၅,၁၅,၁၅,၁၁,၂၅,၅,၄၀,အလှဆင်၊ လေထုညစ်ညမ်းမှု လျှော့ချခြင်း,မိုးခေါင်ဒဏ်ခံနိုင်၊ အရောင်တောက်ပပြီး မြို့ပြဖုန်မှုန့်များကို စုပ်ယူသည်။,,,,,
TNY,74,ကံ့ကော်,ပန်းပွင့်,၁,၁၀၀,၂၀,နည်း,အသင့်အတင့်,မရ,ရ,မရ,၁၀,၂၀,၆၀,၁၀၀,၃၅,၁၅၀,၁၅,၃၅,သစ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,အလွန်မာကျောသော သစ်သားရှိပြီး ဘာသာရေးအရ အရေးပါသော အပင်။,,,,,
MON,74,ကံ့ကော်,ပန်းပွင့်,၁,၁၀၀,၂၀,နည်း,အသင့်အတင့်,မရ,ရ,မရ,၁၀,၂၀,၆၀,၁၀၀,၃၅,၁၅၀,၁၅,၃၅,သစ်၊ ဘာသာရေး၊ ဆေးဖက်ဝင်,အလွန်မာကျောသော သစ်သားရှိပြီး ဘာသာရေးအရ အရေးပါသော အပင်။,,,,,
AYY,75,သပြေ,ပန်းပွင့်,၄၀,၁၀၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၂,၅၀,၄၀,၃၅,၆၀,၁၀,၃၅,အခမ်းအနားသုံး၊ သစ်,အောင်ပွဲအခမ်းအနားများတွင် သုံးသော အရွက်၊ ရေဝပ်ဒဏ်ခံနိုင်သည်။,,,,,
YGN,76,လေးနာရီပန်း,ပန်းပွင့်,၂,၃,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၃,၂,၂,၁,၅,၃၅,အလှဆင်၊ မျိုးရိုးဗီဇလေ့လာမှု,ညနေခင်းတွင် ပွင့်သောပန်း၊ ဥရှိသော အမြစ်ပါရှိသည်။,,,,,
MDY,76,လေးနာရီပန်း,ပန်းပွင့်,၂,၃,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၃,၂,၂,၁,၅,၃၅,အလှဆင်၊ မျိုးရိုးဗီဇလေ့လာမှု,ညနေခင်းတွင် ပွင့်သောပန်း၊ ဥရှိသော အမြစ်ပါရှိသည်။,,,,,
MON,77,နိဗ္ဗာန်ကြာ,ပန်းပွင့်,၁၀,၃၀,၂,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၄,၈,၃၀,၁၅,၁၀,၄၀,၅,၃၅,အလှဆင်,ထူးခြားသော ပန်းပွင့်များရှိသည့် အမြဲစိမ်းပင်။,,,,,
KYN,77,နိဗ္ဗာန်ကြာ,ပန်းပွင့်,၁၀,၃၀,၂,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၄,၈,၃၀,၅,၁၀,၄၀,၅,၃၅,အလှဆင်,ထူးခြားသော ပန်းပွင့်များရှိသည့် အမြဲစိမ်းပင်။,,,,,
RKE,78,ဆင်နားရွက် ပိန်း,ဟင်းသီးဟင်းရွက်,၃,၆,၄,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၅,၁,၅,၅,၇,၁,၁၀,၃၅,အစားအစာထုပ်ပိုး၊ တိရစ္ဆာန်အစာ,အရွက်ကြီးမားပြီး စိုစွတ်သောနေရာတွင် ပေါက်ရောက်သည်။,,,,,
MDY,79,မုလေးပန်း / ကစ်စ်မီ,ပန်းပွင့်,၁,၃,၂,နည်း,အပြည့်အဝ,ရ,ရ,ရ,၀.၂,၀.၅,၂,၁,၁,၁,၅,၃၂,အလှဆင်၊ မြေထိန်းပင်,မိုးခေါင်ဒဏ် အလွန်ခံနိုင်သော အရည်ရွှမ်းအပင်ငယ် (Portulaca မျိုးရင်း)။,,,,,
YGN,79,မုလေးပန်း / ကစ်စ်မီ,ပန်းပွင့်,၁,၃,၂,နည်း,အပြည့်အဝ,ရ,ရ,ရ,၀.၂,၀.၅,၂,၁,၁,၁,၅,၃၂,အလှဆင်၊ မြေထိန်းပင်,မိုးခေါင်ဒဏ် အလွန်ခံနိုင်သော အရည်ရွှမ်းအပင်ငယ် (Portulaca မျိုးရင်း)။,,,,,
BGO,80,စင်ဒရဲလားပန်း,ပန်းပွင့်,၁,၃,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၂,၂,၂,၁,၁၀,၃၅,အလှဆင်,မြေပြန့်တွင်တွေ့ရလေ့ရှိသော တောက်ပသည့် ပေါင်းပင်/ပန်းပင်ငယ်။,,,,,
YGN,80,စင်ဒရဲလားပန်း,ပန်းပွင့်,၁,၃,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၂,၂,၂,၁,၁၀,၃၅,အလှဆင်,မြေပြန့်တွင်တွေ့ရလေ့ရှိသော တောက်ပသည့် ပေါင်းပင်/ပန်းပင်ငယ်။,,,,,
MDY,81,ရွှေချည်ငွေချည်,ပန်းပွင့်,၁၅,၃၀,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၇,၂၅,၂၀,၁၄,၄၀,၁၅,၃၈,အလှဆင်,အဝါရောင်ပန်းခိုင်ကျသော အပင် (ငုရွှေဝါနှင့် မတူပါ)။,,,,,
AYY,82,ရေဝါး,ဟင်းသီးဟင်းရွက်,၂,၄,၄,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၅,၁,၃,၂၀,၁၄,၁,၅,၃၂,တိရစ္ဆာန်အစာ၊ မြေထိန်းသိမ်းခြင်း,မြစ်ကမ်းပါးတွင် ဖြစ်ထွန်းပြီး အဆစ်များပါသော ပင်စည်ရှိသည်။,,,,,
YGN,83,စင်ကာပူဗာဒံ,အပင်ကြီး,၂၀,၅၀,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၄၀,၂၀,၁၄,၅၀,၁၅,၃၅,အရိပ်ရ၊ အလှဆင်,လမ်းဘေးတွင် စိုက်ပျိုးလေ့ရှိသော အပင် (Melastoma သို့မဟုတ် Terminalia မျိုးကွဲ)။,,,,,
TNY,84,ငရုတ်ကောင်း,သီးပင်,၁၀,၂၀,၂,များ,အသင့်အတင့်,မရ,ရ,ရ,၃,၄,၁၀,၁၀,၇,၂၀,၁၈,၃၂,ဟင်းခတ်အမွှေးအကြိုင်၊ ဆေးဖက်ဝ,အသီးကို အစပ်အရသာ ဟင်းခတ်အဖြစ်သုံးသည်၊ ကင်ဆာကာကွယ်သော အာနိသင်ရှိသည်။,,,,,
BGO,85,ပိန်း,သီးပင်,၂,၅,၄,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၅,၁,၄,၁၅,၈,၁,၁၀,၃၅,အစားအစာ (ဥ)၊ ကလေးအစာ,ကစီဓာတ် အလွယ်တကူကြေပျက်နိုင်သည်၊ အဆိပ်အတောက် (Oxalate) ပြေစေရန် ချက်ပြုတ်စားရမည်။,,,,,
KCH,85,ပိန်း,သီးပင်,၂,၅,၄,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၅,၁,၄,၁၅,၈,၁,၁၀,၃၅,အစားအစာ (ဥ)၊ ကလေးအစာ,ကစီဓာတ် အလွယ်တကူကြေပျက်နိုင်သည်၊ အဆိပ်အတောက် (Oxalate) ပြေစေရန် ချက်ပြုတ်စားရမည်။,,,,,
SAG,85,ပိန်း,သီးပင်,၂,၅,၄,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၀.၅,၁,၄,၁၅,၈,၁,၁၀,၃၅,အစားအစာ (ဥ)၊ ကလေးအစာ,ကစီဓာတ် အလွယ်တကူကြေပျက်နိုင်သည်၊ အဆိပ်အတောက် (Oxalate) ပြေစေရန် ချက်ပြုတ်စားရမည်။,,,,,
MDY,86,ရှားစောင်းလက်ပပ်,သီးပင်,၁,၃,၂,နည်း,အပြည့်အဝ,ရ,ရ,ရ,၁,၂,၃,၅,၃,၁,၅,၃၅,အသုပ်၊ ဂျယ်၊ ဆေးဝါး,ကိုယ်ခံစွမ်းအားကို ထိန်းညှိပေးသည်၊ ဂျယ်သည် အသည်းအင်ဇိုင်းကို လျော့ကျစေသည်။,,,,,
YGN,86,ရှားစောင်းလက်ပပ်,သီးပင်,၁,၃,၂,နည်း,အပြည့်အဝ,ရ,ရ,ရ,၁,၂,၃,၅,၃,၁,၅,၃၅,အသုပ်၊ ဂျယ်၊ ဆေးဝါး,ကိုယ်ခံစွမ်းအားကို ထိန်းညှိပေးသည်၊ ဂျယ်သည် အသည်းအင်ဇိုင်းကို လျော့ကျစေသည်။,,,,,
MON,87,စပါးလင်,ဟင်းသီးဟင်းရွက်,၂,၅,၂,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃,၀.၆,၃,၁၅,၁၀,၁,၁၀,၃၅,ဟင်းခတ်၊ ဆီ,စပါးလင်ဆီ (Citronella oil) သည် ဘက်တီးရီးယားနှင့် ဓာတ်တိုးဆန့်ကျင်အာနိသင်ရှိသည်။,,,,,
